anio,semana,modelo,nivel,hallazgo,tipo,avisos,puentes,alcance_valido_python,avisos_desconocidos,titulo,fundamento_llm,hechos_fuente,correcto_0_o_1,util_0_a_2,afirmacion_no_respaldada_0_o_1,comentario_revisor,rol_revisor,fecha_revision
2026,29,gpt-5.4,medium,1,same_bridge,800894037|800894057|800894097,P-MG11,1,,Reiteración de fallas de traslación en P-MG11,"En P-MG11 aparecen tres avisos de traslación en la misma semana. Los avisos 800894037 y 800894057 repiten prácticamente el mismo síntoma (sin traslación norte-sur), con la misma causa documentada (corte de energía) y la misma intervención (reposición de ATV de traslación), por lo que pueden corresponder a recurrencia muy cercana o a registro duplicado del mismo problema. El 800894097 también afecta traslación, pero en eje este/oeste y con causa e intervención distintas (falla de componente electrónico y cambio de contactor de línea puente). La relación es útil porque concentra anomalías del mismo subsistema, aunque no demuestra una causa única.",800894037: P-MG11 — sin traslacion norte sur — causa: Corte de Energía || 800894057: P-MG11 — SIN TRASL NORTE SUR — causa: Corte de Energía || 800894097: P-MG11 — sin traslacion este/oeste — causa: Falla Componente Electrónico,,,,,,1-2-0
2026,29,gpt-5.4,medium,2,same_bridge,800893603|800893913,P-MG12,1,,Eventos repetidos en aparejo de 15 tn de P-MG12,"Ambos avisos de P-MG12 describen pérdida de movimiento del aparejo de 15 tn: 800893603 indica que no baja ni sube, y 800893913 que no baja. Las causas documentadas difieren (falla de componente electrónico frente a corte de energía), pero en los dos casos la intervención recae sobre el accionamiento del malacate/ATV mediante reset o reposición. La similitud del componente y de la acción registrada hace útil tratarlos como posible repetición funcional en el mismo puente.",800893603: P-MG12 — no baja ni sube aparejo de 15 tn — causa: Falla Componente Electrónico || 800893913: P-MG12 — NO BAJA AP 15 Tn — causa: Corte de Energía,,,,,,1-2-0
2026,29,gpt-5.4,medium,3,same_bridge,800892746|800892753,P-MG23,1,,Pérdida reiterada de traslación en P-MG23,"En P-MG23 se registran dos avisos de traslación en la misma semana: uno general (sin traslación) y otro específico en norte-sur. Las causas documentadas no coinciden (falla de componente electrónico y falso contacto) y tampoco la intervención (acomodo de pantógrafos de percha de cola frente a reajuste de bornera X4.1 de guirnalda). Aun con esas diferencias, ambos textos apuntan a una repetición del síntoma en el subsistema de traslación y justifican una revisión conjunta de alimentación y control.",800892746: P-MG23 — sin traslacion — causa: Falla Componente Electrónico || 800892753: P-MG23 — sin traslacion norte-sur — causa: Falso Contacto,,,,,,0-0-1
2026,29,gpt-5.4,medium,4,same_bridge,800893199|800894035|800894073,P-MG41,1,,Anomalías repetidas del sistema de giro en P-MG41,"Los tres avisos de P-MG41 afectan funciones de giro. Los avisos 800894035 y 800894073 repiten exactamente el síntoma ""no gira percha"", pero con causas documentadas distintas (corte de energía y falla de componente electrónico) y reposición del accionamiento. El 800893199 muestra un síntoma emparentado, ""ECL gira solo para un lado"", con causa de falso contacto e intervención sobre cables desoldados en CR. La coincidencia de subsistema hace útil revisar estos avisos en conjunto, aunque los textos no permiten afirmar un único origen.",800893199: P-MG41 — ECL gira solo para un lado — causa: Falso Contacto || 800894035: P-MG41 — no gira percha — causa: Corte de Energía || 800894073: P-MG41 — no gira percha — causa: Falla Componente Electrónico,,,,,,0-0-1
2026,29,gpt-5.4,medium,5,same_bridge,800893830|800893897,P-MG43,1,,Repetición de falla del picador con cambio de válvula en P-MG43,"En P-MG43 los avisos 800893830 y 800893897 describen el mismo efecto funcional sobre el picador (""No anda picador"" y ""no pica""). Aunque las causas documentadas difieren (desgaste y fatiga material), en ambos casos la intervención registrada es el cambio de válvula del picador, con una descripción muy similar. La coincidencia entre síntoma, componente intervenido y acción correctiva hace este patrón especialmente relevante para revisión.",800893830: P-MG43 — No anda picador. — causa: Desgaste || 800893897: P-MG43 — no pica — causa: Fatiga Material,,,,,,1-2-0
2026,29,gpt-5.4,medium,6,cross_bridge,800893603|800894016|800894078,P-MG12|P-MG13|P-MG21,1,,Síntoma similar en aparejo de 15 tn en varios puentes,"Los avisos 800893603 (P-MG12), 800894016 (P-MG13) y 800894078 (P-MG21) describen pérdida de movimiento del aparejo de 15 tn: no baja ni sube o no sube. Las causas documentadas no son iguales (falla de componente electrónico, falla de elemento de maniobra y falla de componente electrónico), pero las intervenciones se concentran en el accionamiento electrónico del izaje: reset de ATV, normalización de falla en variador y reposición de variador. La comparación entre puentes es útil por la coincidencia de función y del tipo de intervención, sin demostrar causa común.",800893603: P-MG12 — no baja ni sube aparejo de 15 tn — causa: Falla Componente Electrónico || 800894016: P-MG13 — No sube aparejo de 15tn.- — causa: Falla Elemento de Maniobra || 800894078: P-MG21 — aparejo de 15 tn no sube ni baja — causa: Falla Componente Electrónico,,,,,,1-2-0
2026,29,gpt-5.4,medium,7,cross_bridge,800893459|800894036,P-MG32|P-MG33,1,,Daños mecánicos en conjunto pinza/resorte entre P-MG32 y P-MG33,"El aviso 800894036 de P-MG32 indica falta de resorte en destornillador y cambio de resortes de pinza; el 800893459 de P-MG33 reporta pinza doblada con cambio de pinza y resorte. No son fallas idénticas, pero ambas involucran el conjunto mecánico de herramienta/pinza y elementos elásticos, con reemplazo de piezas de ese mismo conjunto. La relación aporta valor sólo como señal para comparar condición mecánica del utillaje entre equipos similares.",800893459: P-MG33 — PINZA DOBLADA — causa: Aflojamiento || 800894036: P-MG32 — falta resorte destornillador — causa: Fatiga Material,,,,,,1-2-0
2026,36,gpt-5.4-nano,medium,1,same_bridge,800903224|800903301,P-MG11,1,,P-MG11: fallas repetidas en luminarias de trabajo/seguridad,"En P-MG11 se registran dos avisos de iluminación: (1) “no funciona luminaria de trabajo” con causa documentada “Falla Componente Electrónico” e intervención por reflectores defectuosos; (2) “falla luminaria de seguridad” con causa documentada “Cortocircuito” e intervención por hallazgo de corto en iluminación. Comparten el síntoma de falla de luminarias, pero las causas documentadas difieren (componente vs cortocircuito).",800903224: P-MG11 — no funciona luminaria de trabajo — causa: Falla Componente Electrónico || 800903301: P-MG11 — falla luminaria de seguridad — causa: Cortocircuito,,,,,,1-1-0
2026,36,gpt-5.4-nano,medium,2,same_bridge,800901642|800903646,P-MG11,1,,P-MG11: “no gira percha”/percha sin movimiento con causas documentadas distintas,"En P-MG11 aparecen eventos de “Percha no gira”. El aviso 800903646 consigna causa documentada “Falso Contacto” y reparación con reposición/ajuste de pantógrafos (control ok). El aviso 800901642 consigna causa documentada “Circuito Abierto-Sin Continuidad” y se resetea falla de variador. Aunque el síntoma es equivalente (percha no gira), la causa documentada y la intervención registradas no coinciden; la comparación aporta foco en el subsistema de giro/percha y su alimentación/señales.",800901642: P-MG11 — no giira percha N06 — causa: Circuito Abierto-Sin Continuidad || 800903646: P-MG11 — Percha no gira — causa: Falso Contacto,,,,,,1-1-0
2026,36,gpt-5.4-nano,medium,3,same_bridge,800903895|800904694,P-MG12,1,,P-MG12: fallas de movimiento vinculadas a percha/ECL (percha no sube-baja y ECL no sube),"En P-MG12 se reporta (1) “No baja ni sube la percha” con causa documentada “Falso Contacto” y reposición por “falla no rearmable atv malacate”; y (2) “No sube ECL, no gira destornillador” con causa documentada “Brida-Empaquetadura Floja” y verificación de cableado de aparejo en tambor. Comparten la falta de respuesta/accionamiento en componentes asociados a elevación y movimientos del sistema, pero las causas documentadas difieren (contacto falso vs brida/estanqueidad/cableado).","800903895: P-MG12 — No baja ni sube la percha — causa: Falso Contacto || 800904694: P-MG12 — No sube ECL, no gira destornillador — causa: Brida-Empaquetadura Floja",,,,,,0-0-1
2026,36,gpt-5.4-nano,medium,4,same_bridge,800903828|800904184,P-MG21,1,,P-MG21: aparejo 15 TN no sube/no baja (falla electrónica y variador),En P-MG21 se repite el problema de aparejo 15 TN: 800903828 “NO BAJA AP 15 Tn” con causa documentada “Falla Componente Electrónico” e intervención de reposición de variador; y 800904184 “no sube aparejo 15tn” con causa documentada “Falla Componente Electrónico” e intervención “Se reinicia Var Mal.” La coincidencia de síntoma (aparejo 15 TN) y causa documentada/instrumentación (variador y falla electrónica) hace que el patrón sea técnicamente relevante.,800903828: P-MG21 — NO BAJA AP 15 Tn — causa: Falla Componente Electrónico || 800904184: P-MG21 — no sube aparejo 15tn — causa: Falla Componente Electrónico,,,,,,1-2-0
2026,36,gpt-5.4-nano,medium,5,same_bridge,800903196|800904528,P-MG23,1,,P-MG23: picador no funciona (no gira / no pica) con causas documentadas diferentes,"En P-MG23 hay dos avisos centrados en el picador: 800903196 “Picador no gira” con causa documentada “Falla Componente Electrónico” e intervención por reset de ATV (sobrevelocidad). 800904528 “No pica, sin fuerza” con causa documentada “Brida-Empaquetadura Floja” e intervención de regulación de escapes. Aunque el síntoma funcional es cercano (picador sin acción), las causas documentadas difieren (electrónica/ATV vs condición mecánica/estanqueidad), por lo que no se puede asumir una causa común; aun así, apunta a revisar el subsistema picador en ambos frentes.","800903196: P-MG23 — Picador no gira — causa: Falla Componente Electrónico || 800904528: P-MG23 — No pica, sin fuerza — causa: Brida-Empaquetadura Floja",,,,,,1-2-0
2026,36,gpt-5.4-nano,medium,6,same_bridge,800903711|800904569,P-MG33,1,,P-MG33: alicate no abre y almeja no baja (fallas en herramientas de agarre),"En P-MG33 se reporta (1) “No abre alicate” con causa documentada “Falla Componente Electrónico” e intervención vinculada a manipulador de apertura de almeja; y (2) “no baja almeja” con causa documentada “Falla Operativa” e intervención de “Se reinicia time out almeja”. El síntoma final involucra herramientas de agarre/almeja, pero las causas documentadas no coinciden claramente (electrónica vs operativa/timeout). La relación sirve para enfocar la revisión del subsistema de almeja/alicate, no para concluir una causa única.",800903711: P-MG33 — No abre alicate — causa: Falla Componente Electrónico || 800904569: P-MG33 — no baja almeja — causa: Falla Operativa,,,,,,0-0-1
2026,36,gpt-5.4-nano,medium,7,cross_bridge,800903896|800904089,P-MG31|P-MG41,1,,“No gira la percha” con causa documentada “Falso Contacto” (distintos puentes),"Se observan eventos equivalentes entre puentes distintos: en P-MG31 (800904089) “No gira la percha” con causa documentada “Falso Contacto”; en P-MG41 (800903896) “No gira la percha” con causa documentada “Falso Contacto”. En ambos casos la intervención apunta a reposición/rearmable del giro de percha (reposición de falla y control ok). La evidencia apoya similitud de síntoma y etiqueta causal, aunque no demuestra que el mecanismo sea idéntico entre equipos.",800903896: P-MG41 — No gira la percha — causa: Falso Contacto || 800904089: P-MG31 — No gira la percha — causa: Falso Contacto,,,,,,1-1-0
2026,36,gpt-5.4-mini,medium,1,same_bridge,800895684|800896632|800896729|800896941|800897638|800901907|800903016,P-MG12,1,,Reincidencia de giro de percha/picador en P-MG12,"En P-MG12 se repiten varias fallas de giro en semanas distintas: 'no gira percha', 'no gira percha de colada', 'no gira picador', 'no gira picador ni almeja' y 'no giraran herramientas Almeja / Picador'. Aunque las causas documentadas varían entre falso contacto, falla operativa, falla de componente electrónico y corte de energía, las intervenciones se concentran en resetear o reponer ATV/variador y en posicionar pantógrafos. La coincidencia funcional es consistente, pero no permite afirmar una causa única.",800895684: P-MG12 — no gira percha — causa: Falso Contacto || 800896632: P-MG12 — no gira percha de colada — causa: Falso Contacto || 800896729: P-MG12 — no gira percha — causa: Falla Operativa || 800896941: P-MG12 — no gira picador ni almeja — causa: Falla Componente Electrónico || 800897638: P-MG12 — No giraran herramientas Almeja / Picador — causa: Falla Componente Electrónico || 800901907: P-MG12 — No gira el picadorOKTB — causa: Falso Contacto || 800903016: P-MG12 — no gira picador — causa: Corte de Energía,,,,,,1-2-0
2026,36,gpt-5.4-mini,medium,2,cross_bridge,800895682|800897453|800898608|800901625|800903828|800904264|800904416|800904614,P-MG12|P-MG13|P-MG21|P-MG22|P-MG23|P-MG41,1,,Fallas repetidas de aparejo 15 tn en varios puentes,"El mismo síntoma de aparejo 15 tn aparece en varios equipos: P-MG12, P-MG13, P-MG21, P-MG22, P-MG23 y P-MG41. Los textos repiten 'no baja' o 'no sube' aparejo 15 tn y las intervenciones apuntan a variador, ATV, condensador de precarga o contacto de alimentación. Sin embargo, los diagnósticos documentados no son uniformes —falso contacto, falla de componente electrónico y circuito abierto/sin continuidad—, por lo que solo puede proponerse una relación funcional para revisión, no una causa común confirmada.",800895682: P-MG21 — no baja ni sube aparejo de 15 tn — causa: Falla Componente Electrónico || 800897453: P-MG13 — No baja el aparejo de 15 TN — causa: Falso Contacto || 800898608: P-MG12 — No baja aparejo 15 TN — causa: Falso Contacto || 800901625: P-MG23 — No baja aparejo de 15 TN — causa: Falla Componente Electrónico || 800903828: P-MG21 — NO BAJA AP 15 Tn — causa: Falla Componente Electrónico || 800904264: P-MG41 — NO SUBE AP 15 tn — causa: Falla Componente Electrónico || 800904416: P-MG22 — no sube aparejo 15tn — causa: Circuito Abierto-Sin Continuidad || 800904614: P-MG23 — no baja aparejo 15tn — causa: Falla Componente Electrónico,,,,,,1-2-0
2026,36,gpt-5.4,medium,1,same_bridge,800903057|800903224|800903301,P-MG11,1,,P-MG11: recurrencia en fallas de iluminación,"En la semana 36 P-MG11 presenta dos avisos de iluminación: 800903224 sobre luminaria de trabajo y 800903301 sobre luminaria de seguridad. En la semana 35 ya figura 800903057 con 'Iluminacion de mg no enciende'. Los tres textos apuntan al mismo subsistema, pero con diferencias relevantes: un caso menciona reflectores defectuosos, otro un cortocircuito en iluminación de seguridad y otro una reposición de interruptor en tablero. La similitud útil es la repetición de fallas eléctricas de iluminación en el mismo puente, sin evidencia suficiente para afirmar una causa única.",800903057: P-MG11 — Iluminacion de mg no enciende — causa: Circuito Abierto-Sin Continuidad || 800903224: P-MG11 — no funciona luminaria de trabajo — causa: Falla Componente Electrónico || 800903301: P-MG11 — falla luminaria de seguridad — causa: Cortocircuito,,,,,,1-1-0
2026,36,gpt-5.4,medium,2,same_bridge,800897638|800899192|800899848|800901907|800903016|800904694,P-MG12,1,,P-MG12: repetición de fallas de giro en herramientas/percha,"En P-MG12 se repiten avisos compatibles con pérdida de giro: en semana 36, 800904694 indica 'No sube ECL, no gira destornillador'; en semanas previas aparecen 800901907 'No gira el picador', 800903016 'no gira picador', 800899192 'no giran herramientas', 800899848 'No gira la almeja ni picador' y 800897638 'No giraran herramientas Almeja / Picador'. También cambian las causas documentadas entre falso contacto, corte de energía y falla de componente electrónico, mientras que varias intervenciones nombran reset o reposición de ATV/variador. El patrón útil es la recurrencia del síntoma de no giro en el mismo puente, aunque con causas registradas no uniformes.","800897638: P-MG12 — No giraran herramientas Almeja / Picador — causa: Falla Componente Electrónico || 800899192: P-MG12 — no giran herramientas — causa: Falla Componente Electrónico || 800899848: P-MG12 — No gira la almeja ni picador — causa: Falla Componente Electrónico || 800901907: P-MG12 — No gira el picadorOKTB — causa: Falso Contacto || 800903016: P-MG12 — no gira picador — causa: Corte de Energía || 800904694: P-MG12 — No sube ECL, no gira destornillador — causa: Brida-Empaquetadura Floja",,,,,,1-1-0
2026,36,gpt-5.4,medium,3,same_bridge,800896003|800896049|800898856|800901300|800903828|800904184,P-MG21,1,,P-MG21: reiteración en izaje del aparejo de 15 tn,"Durante la semana 36 P-MG21 registra 800903828 'NO BAJA AP 15 Tn' y 800904184 'no sube aparejo 15tn'. En semanas previas ya aparecen 800901300 'no baja aparejo 15tn', 800898856 'No baja aparejo 15 TN', 800896049 'No sube ni baja aparejo' y 800896003 'no baja ni sube aparejo de 15tn'. La coincidencia principal es la repetición del problema en el mismo movimiento y capacidad de aparejo. Hay diferencias importantes en las causas documentadas: falla de componente electrónico, falso contacto y circuito abierto; además las intervenciones alternan entre reset/reinicio de variador y reposición de falla. Esto sugiere un patrón recurrente de síntomas en el AP 15 tn, no necesariamente una causa única.",800896003: P-MG21 — no baja ni sube aparejo de 15tn — causa: Falla Componente Electrónico || 800896049: P-MG21 — No sube ni baja aparejo.- — causa: Falla Componente Electrónico || 800898856: P-MG21 — No baja aparejo 15 TN — causa: Falso Contacto || 800901300: P-MG21 — no baja aparejo 15tn — causa: Circuito Abierto-Sin Continuidad || 800903828: P-MG21 — NO BAJA AP 15 Tn — causa: Falla Componente Electrónico || 800904184: P-MG21 — no sube aparejo 15tn — causa: Falla Componente Electrónico,,,,,,1-2-0
2026,36,gpt-5.4,medium,4,same_bridge,800895061|800895285|800898730|800899610|800899638|800904152,P-MG43,1,,P-MG43: recurrencia neumática/compresor con impacto en fuerza de herramientas,"En la semana 36 el aviso 800904152 indica 'sin aire - Cambio de compresor'. En semanas anteriores el mismo puente registra 800899610 'No prende el compresor', 800898730 'NO ENCIENDE COMPRESOR', 800899638 'se apaga el compresor', y ya en semana 30 aparecen 800895285 'se queda sin aire y sin fuerza' y 800895061 'destornillador sin fuerza'. La relación es técnicamente útil porque enlaza síntomas de falta de aire/compresor con pérdida de fuerza en herramientas del mismo puente. No obstante, las causas documentadas varían entre corte de energía, circuito abierto, accidente, ajuste deficiente y falta de aceite, y las intervenciones también cambian entre relé térmico, manguera, agregado de aceite y cambio de compresor.",800895061: P-MG43 — destornillador sin fuerza — causa: Ajuste Deficiente || 800895285: P-MG43 — se queda sin aire y sin fuerza — causa: Ajuste Deficiente || 800898730: P-MG43 — NO ENCIENDE COMPRESOR — causa: Corte de Energía || 800899610: P-MG43 — No prende el compresor — causa: Circuito Abierto-Sin Continuidad || 800899638: P-MG43 — se apaga el compresor — causa: Accidente || 800904152: P-MG43 — sin aire - Cambio de compresor — causa: Falta Aceite,,,,,,1-1-0
2026,36,gpt-5.4,medium,5,same_bridge,800896204|800896368|800898939|800902092|800903896|800904560,P-MG41,1,,P-MG41: historial repetido de no giro en percha/picador,"P-MG41 presenta en la semana 36 dos avisos del mismo tipo funcional: 800903896 'No gira la percha' y 800904560 'No gira picador'. El historial cercano muestra 800898939 'no gira percha N06', 800896368 'no gira picador.-', 800896204 'no gira picador-almeja' y 800902092 'no gira ecl'. La recurrencia abarca distintos útiles pero la misma función de giro. Las causas documentadas no son idénticas: aparecen falso contacto, falla de componente electrónico y alimentación de energía; las intervenciones incluyen reinicios o reposición de fallas de giro y en un caso cambio de válvula. El valor del hallazgo es que el síntoma de no giro reaparece en varios elementos del mismo puente.",800896204: P-MG41 — no gira picador-almeja — causa: Falla Componente Electrónico || 800896368: P-MG41 — no gira picador.- — causa: Falla Componente Electrónico || 800898939: P-MG41 — no gira percha N06 — causa: Falso Contacto || 800902092: P-MG41 — no gira ecl — causa: Alimentación de Energía || 800903896: P-MG41 — No gira la percha — causa: Falso Contacto || 800904560: P-MG41 — No gira picador — causa: Falla Componente Electrónico,,,,,,1-1-0
2026,36,gpt-5.4,medium,6,cross_bridge,800903646|800903896|800904089,P-MG11|P-MG31|P-MG41,1,,Semana 36: 'percha no gira' repetido en varios puentes,"En la semana 36 aparecen tres avisos muy similares en distintos equipos: 800903646 en P-MG11, 800904089 en P-MG31 y 800903896 en P-MG41, todos con el síntoma de que la percha no gira. Además, los tres registros son coherentes en lo funcional y dos comparten causa documentada de falso contacto; las intervenciones mencionan posicionamiento de pantógrafos o reposición/rearme de falla de giro. La coincidencia es suficientemente específica para sugerir una revisión comparativa entre puentes, aunque no demuestra un origen común.",800903646: P-MG11 — Percha no gira — causa: Falso Contacto || 800903896: P-MG41 — No gira la percha — causa: Falso Contacto || 800904089: P-MG31 — No gira la percha — causa: Falso Contacto,,,,,,1-2-0
