anio,semana,modelo,nivel,hallazgo,tipo,avisos,puentes,alcance_valido_python,avisos_desconocidos,titulo,fundamento_llm,hechos_fuente,correcto_0_o_1,util_0_a_2,afirmacion_no_respaldada_0_o_1,comentario_revisor,rol_revisor,fecha_revision
2026,36,gpt-5.4,medium,2,same_bridge,800897424|800897739|800903117|800903187|800903511,P-MG12,1,,Bloqueos y apagados recurrentes en P-MG12,"En P-MG12 la semana 36 registra “se bloquea constante”, mientras que en semanas anteriores aparecen “SE APAGA CONSTANTE”, “Se apaga constantemente.-”, “se detiene con frecuencia” y “se apaga a cada rato”. Los textos apuntan a una reiteración de detenciones generales o bloqueos, pero no describen exactamente el mismo subsistema en todos los casos. Las causas documentadas alternan entre “Alimentación de Energía” y “Falso Contacto”, y las intervenciones mencionan reposición de ATV y revisión de térmicas/cableados.",800897424: P-MG12 — SE APAGA CONSTANTE — causa: Corte de Energía || 800897739: P-MG12 — Se apaga constantemente.- — causa: Falso Contacto || 800903117: P-MG12 — se detiene con frecuencia — causa: Falso Contacto || 800903187: P-MG12 — se apaga a cada rato — causa: Falso Contacto || 800903511: P-MG12 — se bloquea constante — causa: Alimentación de Energía,,,,,,1-1-0
2026,36,gpt-5.4,medium,3,same_bridge,800901642|800901902|800903646,P-MG11,1,,Falla repetida de giro de percha en P-MG11,"P-MG11 vuelve a presentar en la semana 36 “Percha no gira”, con antecedentes muy cercanos de “No gira la perchaOKTB” y “no giira percha N06”. La función afectada es consistente y en los tres casos aparecen acciones sobre pantógrafos o reseteo de variador. Sin embargo, las causas documentadas difieren entre “Falso Contacto”, “Desconectado” y “Circuito Abierto-Sin Continuidad”, por lo que la repetición confirma similitud del síntoma, no una causa común cerrada.",800901642: P-MG11 — no giira percha N06 — causa: Circuito Abierto-Sin Continuidad || 800901902: P-MG11 — No gira la perchaOKTB — causa: Desconectado || 800903646: P-MG11 — Percha no gira — causa: Falso Contacto,,,,,,1-1-0
2026,36,gpt-5.4,medium,4,same_bridge,800902407|800904089,P-MG31,1,,Repetición de falla de giro de percha en P-MG31,"En P-MG31 la semana 36 aparece “No gira la percha” y en la semana 35 ya figuraba “no gira percha N04”. Ambos textos afectan la misma función de giro de percha, pero las causas documentadas cambian entre “Falso Contacto” y “Desconectado”. Las intervenciones también difieren: una sobre rearmado de ATV de giros y otra sobre cable cortado de pantógrafo.",800902407: P-MG31 — no gira percha N04 — causa: Desconectado || 800904089: P-MG31 — No gira la percha — causa: Falso Contacto,,,,,,1-1-0
2026,36,gpt-5.4,medium,5,same_bridge,800896655|800898730|800899610|800899638|800904152,P-MG43,1,,Antecedentes repetidos de compresor y falta de aire en P-MG43,"La semana 36 en P-MG43 se informa “sin aire - Cambio de compresor”. El historial inmediato del mismo puente muestra “se apaga compresor”, “NO ENCIENDE COMPRESOR”, “No prende el compresor” y “se apaga el compresor”. La coincidencia es clara en el sistema neumático/compresor, aunque las causas documentadas son distintas: “Falla Operativa”, “Corte de Energía”, “Circuito Abierto-Sin Continuidad”, “Accidente” y en la semana 36 “Falta Aceite”. También cambian las intervenciones, desde reposición térmica o manguera hasta cambio de compresor.",800896655: P-MG43 — se apaga compresor — causa: Falla Operativa || 800898730: P-MG43 — NO ENCIENDE COMPRESOR — causa: Corte de Energía || 800899610: P-MG43 — No prende el compresor — causa: Circuito Abierto-Sin Continuidad || 800899638: P-MG43 — se apaga el compresor — causa: Accidente || 800904152: P-MG43 — sin aire - Cambio de compresor — causa: Falta Aceite,,,,,,1-1-0
2026,36,gpt-5.4,medium,6,same_bridge,800901625|800904614,P-MG23,1,,No baja aparejo 15 TN repetido en P-MG23,"P-MG23 registra en la semana 36 “no baja aparejo 15tn”, con antecedente directo en la semana 34 de “No baja aparejo de 15 TN”. En ambos casos la intervención refiere reinicio del variador de malacate o condición equivalente. La causa documentada coincide en “Falla Componente Electrónico”, lo que refuerza la similitud, aunque el contexto operativo de cada evento no está desarrollado en los textos.",800901625: P-MG23 — No baja aparejo de 15 TN — causa: Falla Componente Electrónico || 800904614: P-MG23 — no baja aparejo 15tn — causa: Falla Componente Electrónico,,,,,,1-2-0
2026,36,gpt-5.4,medium,7,same_bridge,800897951|800903711,P-MG33,1,,No abre alicate repetido en P-MG33,"En P-MG33 se repite exactamente el síntoma “No abre alicate” entre la semana 36 y la 32. La coincidencia textual y funcional es alta, pero las causas documentadas difieren entre “Falla Componente Electrónico” y “Alimentación de Energía”. También las intervenciones no son iguales: en un caso se menciona manipulador de apertura y en el otro falla en ficha de electroválvula.",800897951: P-MG33 — No abre alicate.- — causa: Alimentación de Energía || 800903711: P-MG33 — No abre alicate — causa: Falla Componente Electrónico,,,,,,0-0-0
2026,36,gpt-5.4,medium,8,same_bridge,800903057|800903224|800903301,P-MG11,1,,Incidencias de iluminación repetidas en P-MG11,"Durante la semana 36 P-MG11 presenta dos avisos de iluminación: “no funciona luminaria de trabajo” y “falla luminaria de seguridad”. Además, en la semana 35 ya había “Iluminacion de mg no enciende”. Hay relación por subsistema eléctrico de iluminación del mismo puente, pero no son idénticos: los textos distinguen luminaria de trabajo, de seguridad e iluminación general. Las causas documentadas también difieren entre “Falla Componente Electrónico”, “Cortocircuito” y “Circuito Abierto-Sin Continuidad”.",800903057: P-MG11 — Iluminacion de mg no enciende — causa: Circuito Abierto-Sin Continuidad || 800903224: P-MG11 — no funciona luminaria de trabajo — causa: Falla Componente Electrónico || 800903301: P-MG11 — falla luminaria de seguridad — causa: Cortocircuito,,,,,,1-1-0
2026,36,gpt-5.4,medium,9,same_bridge,800897004|800904460,P-MG43,1,,No bajan herramientas repetido en P-MG43,"En P-MG43 se repite el síntoma “NO BAJAN HERRAMIENTAS” entre la semana 36 y la 31. En ambos avisos la causa documentada es “Alimentación de Energía”, lo que refuerza la similitud. Aun así, las intervenciones no son iguales: en el antecedente se cambia una válvula y en la semana 36 se cambia un contactor de freno de almeja, por lo que no alcanza para afirmar un mismo origen puntual.",800897004: P-MG43 — NO BAJAN HERRAMIENTAS(OKTD) — causa: Alimentación de Energía || 800904460: P-MG43 — NO BAJAN HERRAMIENTAS — causa: Alimentación de Energía,,,,,,1-2-0
2026,36,gpt-5.4,medium,10,cross_bridge,800903828|800904264|800904416|800904614,P-MG21|P-MG22|P-MG23|P-MG41,1,,Patrón semanal de fallas en aparejo de 15 TN entre puentes,"En la semana 36 varios puentes presentan síntomas muy parecidos sobre el aparejo de 15 TN: P-MG21 “NO BAJA AP 15 Tn”, P-MG22 “no sube aparejo 15tn”, P-MG23 “no baja aparejo 15tn” y P-MG41 “NO SUBE AP 15 tn”. La coincidencia funcional es fuerte y las intervenciones mencionan variador o reinicio del malacate en varios casos. No obstante, las causas documentadas no son idénticas: predomina “Falla Componente Electrónico”, pero también aparece “Circuito Abierto-Sin Continuidad”.",800903828: P-MG21 — NO BAJA AP 15 Tn — causa: Falla Componente Electrónico || 800904264: P-MG41 — NO SUBE AP 15 tn — causa: Falla Componente Electrónico || 800904416: P-MG22 — no sube aparejo 15tn — causa: Circuito Abierto-Sin Continuidad || 800904614: P-MG23 — no baja aparejo 15tn — causa: Falla Componente Electrónico,,,,,,1-1-0
2026,36,gpt-5.4,medium,11,cross_bridge,800903646|800903896|800904089,P-MG11|P-MG31|P-MG41,1,,Giro de percha afectado en varios puentes de la semana 36,"La semana 36 muestra tres avisos muy cercanos de “Percha no gira” o equivalente en P-MG11, P-MG31 y P-MG41. En los tres casos la causa documentada es “Falso Contacto”, aunque las intervenciones difieren entre posicionamiento de pantógrafos, reposición de falla rearmable de giro y control del circuito. La similitud sugiere un patrón funcional compartido de giro de percha, pero no prueba un único mecanismo físico común entre puentes distintos.",800903646: P-MG11 — Percha no gira — causa: Falso Contacto || 800903896: P-MG41 — No gira la percha — causa: Falso Contacto || 800904089: P-MG31 — No gira la percha — causa: Falso Contacto,,,,,,1-2-0
2026,36,gpt-5.4,medium,12,cross_bridge,800903702|800904269,P-MG33|P-MG43,1,,Pinzas atrapa morsetos dobladas en dos puentes,"En la semana 36 aparecen en P-MG33 y P-MG43 avisos muy similares: “PINZAS ATRAPA MORSETOS DOBLADAS” y “Pinza atrapa morsetos doblada”. Ambos tienen como causa documentada “Accidente” y en ambos se registra reemplazo de la pinza. La coincidencia del modo de daño es clara, pero al tratarse de puentes distintos no hay evidencia textual suficiente para asumir un origen común más allá de la similitud mecánica del evento.",800903702: P-MG43 — Pinza atrapa morsetos doblada — causa: Accidente || 800904269: P-MG33 — PINZAS ATRAPA MORSETOS DOBLADAS — causa: Accidente,,,,,,1-2-0
