anio,semana,modelo,nivel,hallazgo,tipo,avisos,puentes,alcance_valido_python,avisos_desconocidos,titulo,fundamento_llm,hechos_fuente,correcto_0_o_1,util_0_a_2,afirmacion_no_respaldada_0_o_1,comentario_revisor,rol_revisor,fecha_revision
2026,29,gpt-5.4-mini,medium,1,same_bridge,800894037|800894057,P-MG11,1,,Traslación norte-sur repetida en P-MG11,"Ambos avisos describen exactamente ""sin traslacion norte sur"" en el mismo equipo P-MG11. Además, los dos registran la misma causa documentada, ""Corte de Energía"", y la misma intervención, ""se repone atv traslacion"". La coincidencia textual y documental es muy fuerte, aunque sigue siendo un hallazgo preliminar.",800894037: P-MG11 — sin traslacion norte sur — causa: Corte de Energía || 800894057: P-MG11 — SIN TRASL NORTE SUR — causa: Corte de Energía,,,,,,
2026,29,gpt-5.4-mini,medium,2,same_bridge,800893603|800893913,P-MG12,1,,Izaje/aparejo 15 tn recurrente en P-MG12,"En P-MG12 ambos avisos apuntan a la imposibilidad de bajar o mover el aparejo de 15 tn: uno dice ""no baja ni sube aparejo de 15 tn"" y el otro ""NO BAJA AP 15 Tn"". La similitud funcional es clara, pero las causas documentadas no son iguales (""Falla Componente Electrónico"" frente a ""Corte de Energía"") y las intervenciones también difieren (reset de ATV/condensador precarga versus reset de ATV de malacate).",800893603: P-MG12 — no baja ni sube aparejo de 15 tn — causa: Falla Componente Electrónico || 800893913: P-MG12 — NO BAJA AP 15 Tn — causa: Corte de Energía,,,,,,
2026,29,gpt-5.4-mini,medium,3,same_bridge,800892746|800892753,P-MG23,1,,Traslación repetida en P-MG23,"Los dos registros de P-MG23 reportan ausencia de traslación: uno indica ""sin traslacion"" y el otro ""sin traslacion norte-sur"". La familia funcional coincide, pero las causas documentadas son distintas (""Falla Componente Electrónico"" y ""Falso Contacto"") y las intervenciones también cambian (acomodo de pantógrafos versus reajuste de bornera de guirnalda).",800892746: P-MG23 — sin traslacion — causa: Falla Componente Electrónico || 800892753: P-MG23 — sin traslacion norte-sur — causa: Falso Contacto,,,,,,
2026,29,gpt-5.4-mini,medium,4,same_bridge,800893199|800894035|800894073,P-MG41,1,,Giro/percha recurrente en P-MG41,"En P-MG41 los tres avisos se concentran en la función de giro/percha: uno describe que ""ECL gira solo para un lado"" y los otros dos indican ""no gira percha"". Aunque pertenecen al mismo subsistema, las causas documentadas no son idénticas (""Falso Contacto"", ""Corte de Energía"" y ""Falla Componente Electrónico"") y las intervenciones también varían (normalización de cables desoldados, reposición de ATV de giros y un reemplazo no especificado).",800893199: P-MG41 — ECL gira solo para un lado — causa: Falso Contacto || 800894035: P-MG41 — no gira percha — causa: Corte de Energía || 800894073: P-MG41 — no gira percha — causa: Falla Componente Electrónico,,,,,,
2026,29,gpt-5.4-mini,medium,5,same_bridge,800893830|800893897,P-MG43,1,,Picador no operativo recurrente en P-MG43,"Ambos avisos de P-MG43 refieren al picador: uno señala ""No anda picador"" y el otro ""no pica"". La coincidencia funcional es clara, pero las causas documentadas difieren (""Desgaste"" y ""Fatiga Material"") y las intervenciones también cambian (cambio de válvula Jefferson versus cambio de válvula de picador).",800893830: P-MG43 — No anda picador. — causa: Desgaste || 800893897: P-MG43 — no pica — causa: Fatiga Material,,,,,,
2026,29,gpt-5.4-mini,medium,6,cross_bridge,800893192|800893272|800893603|800893913|800894016|800894078,P-MG11|P-MG12|P-MG13|P-MG21|P-MG43,1,,Fallas de izaje/aparejo en varios puentes,"Los avisos citados pertenecen a puentes distintos pero comparten la imposibilidad de subir o bajar el elemento de izaje/aparejo: percha en P-MG11, aparejo de 15 tn en P-MG12, aparejo de 15 tn en P-MG13, aparejo de 15 tn en P-MG21 y almeja en P-MG43. Sin embargo, los textos documentan mecanismos diferentes, como falso contacto, falla de componente electrónico, corte de energía y falla de elemento de maniobra, con intervenciones que van desde reset de ATV hasta reposición de variador.",800893192: P-MG11 — No baja ni sube la percha-OKTB — causa: Falso Contacto || 800893272: P-MG43 — NO BAJA ALMEJA — causa: Corte de Energía || 800893603: P-MG12 — no baja ni sube aparejo de 15 tn — causa: Falla Componente Electrónico || 800893913: P-MG12 — NO BAJA AP 15 Tn — causa: Corte de Energía || 800894016: P-MG13 — No sube aparejo de 15tn.- — causa: Falla Elemento de Maniobra || 800894078: P-MG21 — aparejo de 15 tn no sube ni baja — causa: Falla Componente Electrónico,,,,,,
2026,29,gpt-5.4-mini,medium,7,cross_bridge,800892746|800892753|800894035|800894073|800894097,P-MG11|P-MG23|P-MG41,1,,Pérdida de traslación en varios puentes,"Los avisos muestran pérdida de traslación en distintos puentes y ejes: P-MG11 reporta traslación este/oeste, P-MG23 traslación general y norte-sur, y P-MG41 ausencia de giro de percha asociada a la función de movimiento. Las causas documentadas no coinciden entre sí, ya que aparecen ""Falla Componente Electrónico"", ""Falso Contacto"" y ""Corte de Energía"", con intervenciones diferentes como cambio de contactor, reajuste de bornera, acomodar pantógrafos y reposición de ATV.",800892746: P-MG23 — sin traslacion — causa: Falla Componente Electrónico || 800892753: P-MG23 — sin traslacion norte-sur — causa: Falso Contacto || 800894035: P-MG41 — no gira percha — causa: Corte de Energía || 800894073: P-MG41 — no gira percha — causa: Falla Componente Electrónico || 800894097: P-MG11 — sin traslacion este/oeste — causa: Falla Componente Electrónico,,,,,,
2026,29,gpt-5.4,medium,1,same_bridge,800894037|800894057,P-MG11,1,,Repetición de falta de traslación norte-sur en P-MG11,"Ambos avisos de P-MG11 describen el mismo síntoma de traslación norte-sur sin diferencias textuales relevantes, con la misma causa documentada (""Corte de Energía"") y la misma intervención registrada (""se repone atv traslacion""). Esto sugiere repetición del mismo síntoma o posible duplicidad de registro, sin permitir concluir una causa única más allá de lo documentado.",800894037: P-MG11 — sin traslacion norte sur — causa: Corte de Energía || 800894057: P-MG11 — SIN TRASL NORTE SUR — causa: Corte de Energía,,,,,,
2026,29,gpt-5.4,medium,2,same_bridge,800894037|800894057|800894097,P-MG11,1,,Incidencias múltiples de traslación en P-MG11,"Los tres avisos de P-MG11 afectan la función de traslación, pero no son idénticos: dos refieren a falta de traslación norte-sur y uno a falta de traslación este/oeste. También difieren las causas documentadas, ya que en 800894037 y 800894057 figura ""Corte de Energía"", mientras que en 800894097 figura ""Falla Componente Electrónico"" con cambio de contactor de línea puente. Hay similitud funcional en el subsistema afectado, pero no evidencia suficiente para afirmar una causa común.",800894037: P-MG11 — sin traslacion norte sur — causa: Corte de Energía || 800894057: P-MG11 — SIN TRASL NORTE SUR — causa: Corte de Energía || 800894097: P-MG11 — sin traslacion este/oeste — causa: Falla Componente Electrónico,,,,,,
2026,29,gpt-5.4,medium,3,same_bridge,800893603|800893913,P-MG12,1,,Repetición de falla de izaje en aparejo de 15 tn en P-MG12,"Ambos avisos de P-MG12 refieren al aparejo de 15 tn con pérdida de movimiento de izaje: uno indica que no baja ni sube y el otro que no baja. Las causas documentadas difieren (""Falla Componente Electrónico"" frente a ""Corte de Energía""), pero las intervenciones registradas son cercanas en su lógica, con acciones sobre ATV/variador del malacate. La coincidencia de equipo, capacidad y función sugiere recurrencia del mismo síntoma funcional, aunque no una misma causa confirmada.",800893603: P-MG12 — no baja ni sube aparejo de 15 tn — causa: Falla Componente Electrónico || 800893913: P-MG12 — NO BAJA AP 15 Tn — causa: Corte de Energía,,,,,,
2026,29,gpt-5.4,medium,4,cross_bridge,800893603|800893913|800894016|800894078,P-MG12|P-MG13|P-MG21,1,,Síntoma repetido de no subir o bajar en aparejo de 15 tn en varios puentes,"Los avisos de P-MG12, P-MG13 y P-MG21 describen un síntoma muy parecido en el aparejo de 15 tn: imposibilidad de subir y/o bajar. Sin embargo, las causas documentadas no son uniformes, ya que aparecen ""Falla Componente Electrónico"", ""Corte de Energía"" y ""Falla Elemento de Maniobra"". Las intervenciones también varían entre reset o reposición de variador/ATV y normalización en variador. La relación es válida por similitud funcional del síntoma, pero no demuestra un origen común entre puentes.",800893603: P-MG12 — no baja ni sube aparejo de 15 tn — causa: Falla Componente Electrónico || 800893913: P-MG12 — NO BAJA AP 15 Tn — causa: Corte de Energía || 800894016: P-MG13 — No sube aparejo de 15tn.- — causa: Falla Elemento de Maniobra || 800894078: P-MG21 — aparejo de 15 tn no sube ni baja — causa: Falla Componente Electrónico,,,,,,
2026,29,gpt-5.4,medium,5,same_bridge,800892746|800892753,P-MG23,1,,Fallas repetidas de traslación en P-MG23,"Ambos avisos de P-MG23 refieren pérdida de traslación: uno de forma general (""sin traslacion"") y otro específicamente en norte-sur. Las causas documentadas cambian entre ""Falla Componente Electrónico"" y ""Falso Contacto"", y también cambian las intervenciones, una sobre pantógrafos de percha de cola y otra sobre bornera x4.1 de guirnalda. La similitud está en la función afectada, pero los textos no permiten afirmar que se trate de la misma causa.",800892746: P-MG23 — sin traslacion — causa: Falla Componente Electrónico || 800892753: P-MG23 — sin traslacion norte-sur — causa: Falso Contacto,,,,,,
2026,29,gpt-5.4,medium,6,same_bridge,800894035|800894073,P-MG41,1,,"Repetición de ""no gira percha"" en P-MG41","Los avisos 800894035 y 800894073 de P-MG41 tienen exactamente la misma descripción (""no gira percha""). Aun así, difieren en la causa documentada, que pasa de ""Corte de Energía"" a ""Falla Componente Electrónico"", y la intervención registrada es distinta en detalle. Esto respalda una repetición clara del mismo síntoma en el mismo puente, sin que el texto permita unificar la causa.",800894035: P-MG41 — no gira percha — causa: Corte de Energía || 800894073: P-MG41 — no gira percha — causa: Falla Componente Electrónico,,,,,,
2026,29,gpt-5.4,medium,7,same_bridge,800893199|800894035|800894073,P-MG41,1,,Eventos de giro relacionados en P-MG41,"Los tres avisos de P-MG41 apuntan a funciones de giro, pero con manifestaciones distintas: 800893199 indica que el ECL gira sólo para un lado, mientras que 800894035 y 800894073 indican que la percha no gira. También cambian las causas documentadas, entre ""Falso Contacto"", ""Corte de Energía"" y ""Falla Componente Electrónico"", y las intervenciones van desde normalización de cables desoldados hasta reposición vinculada a ATV de giros. La relación es funcional, no concluyente en términos causales.",800893199: P-MG41 — ECL gira solo para un lado — causa: Falso Contacto || 800894035: P-MG41 — no gira percha — causa: Corte de Energía || 800894073: P-MG41 — no gira percha — causa: Falla Componente Electrónico,,,,,,
2026,29,gpt-5.4,medium,8,same_bridge,800893830|800893897,P-MG43,1,,Repetición de falla de picador en P-MG43,"Ambos avisos de P-MG43 describen indisponibilidad del picador con textos equivalentes en la práctica (""No anda picador"" y ""no pica""). Las causas documentadas difieren entre ""Desgaste"" y ""Fatiga Material"", pero en ambos casos la intervención menciona cambio de válvula de picador. La coincidencia de síntoma y del componente intervenido sugiere relación fuerte entre ambos registros, aunque no permite concluir un único mecanismo de falla.",800893830: P-MG43 — No anda picador. — causa: Desgaste || 800893897: P-MG43 — no pica — causa: Fatiga Material,,,,,,
2026,29,gpt-5.4,medium,9,cross_bridge,800893487|800893830|800893897|800893962,P-MG12|P-MG23|P-MG43,1,,Síntomas de picador repetidos en distintos puentes,"En P-MG12, P-MG23 y P-MG43 aparecen avisos que mencionan el picador, pero con síntomas diferentes: ""No gira el picador"", ""SIN FUERZA PICADOR"", ""No anda picador"" y ""no pica"". También son diferentes las causas documentadas (""Falso Contacto"", ""Lubricación Faltante"", ""Desgaste"" y ""Fatiga Material"") y las intervenciones registradas, que incluyen acción sobre ATV de giros, agregado de aceite a compresor y cambio de válvula. La relación entre puentes es sólo preliminar por coincidencia de función nombrada.",800893487: P-MG23 — SIN FUERZA PICADOR(OKTD) — causa: Lubricación Faltante || 800893830: P-MG43 — No anda picador. — causa: Desgaste || 800893897: P-MG43 — no pica — causa: Fatiga Material || 800893962: P-MG12 — No gira el picador — causa: Falso Contacto,,,,,,
2026,36,gpt-5.4-nano,medium,1,cross_bridge,800903646|800903895|800903896|800904089|800904108,P-MG11|P-MG12|P-MG31|P-MG41,1,,Fallas recurrentes de “falso contacto” asociadas a pérdida de movimiento (percha/almeja),"En la semana 36 aparecen múltiples descripciones con el mismo modo de falla documentado como “Falso Contacto” y síntomas de pérdida de movimiento/recorrido: P-MG11 “Percha no gira” (800903646) y “No sube la almeja” (800904108); P-MG12 “No baja ni sube la percha” (800903895); P-MG31 “No gira la percha” (800904089); P-MG41 “No gira la percha” (800903896). Aunque el síntoma funcional coincide (no gira/no sube), los textos no indican el mismo componente exacto entre puentes, por lo que la relación es preliminar y centrada en el tipo de falla. ",800903646: P-MG11 — Percha no gira — causa: Falso Contacto || 800903895: P-MG12 — No baja ni sube la percha — causa: Falso Contacto || 800903896: P-MG41 — No gira la percha — causa: Falso Contacto || 800904089: P-MG31 — No gira la percha — causa: Falso Contacto || 800904108: P-MG11 — No sube la almeja — causa: Falso Contacto,,,,,,
2026,36,gpt-5.4-nano,medium,2,cross_bridge,800904416|800904432|800904550|800904616,P-MG21|P-MG22|P-MG31|P-MG41,1,,Modo “Circuito Abierto-Sin Continuidad” impactando izaje/giro y aparición de fallas secundarias,"En semana 36 se repite la causa documentada “Circuito Abierto-Sin Continuidad” en eventos con pérdida de función: P-MG21 “no gira almeja” (800904616); P-MG22 “no sube aparejo 15tn” (800904416); P-MG41 “no sube almeja” (800904432). Además, P-MG31 registra una falla con el mismo modo de falla en “Se apaga continuamente / Falla diana” (800904550). Los síntomas no son idénticos (almeja vs aparejo vs diana), por lo que no se puede asegurar una causa común, pero sí una familia de fallas por continuidad eléctrica. ",800904416: P-MG22 — no sube aparejo 15tn — causa: Circuito Abierto-Sin Continuidad || 800904432: P-MG41 — no sube almeja — causa: Circuito Abierto-Sin Continuidad || 800904550: P-MG31 — Se apaga continuamente/Falla diana — causa: Circuito Abierto-Sin Continuidad || 800904616: P-MG21 — no gira almeja — causa: Circuito Abierto-Sin Continuidad,,,,,,
2026,36,gpt-5.4-nano,medium,3,cross_bridge,800894914|800898525|800904100,P-MG12|P-MG13|P-MG43,1,,Problemas de ECL con evidencia de “Falta Aceite”/pérdida asociada,"Hay evidencia textual en diferentes puentes/fechas dentro de la ventana histórica de fallas relacionadas con ECL y aceite: P-MG12 “Perdida de aceite por ECL.-” (800894914) con intervención de regulación/limpieza; P-MG13 “controlar giro ECL” (800898525) con “Falta Aceite”; y P-MG43 “ECL gira solo” (800904100) con “Falta Aceite” (se completa nivel de aceite). La relación sugiere un patrón de lubricación/aceite con impacto en el comportamiento de ECL, pero los textos no confirman que siempre sea el mismo mecanismo (pérdida vs condición de bajo nivel vs efectos distintos como “gira solo”).",800894914: P-MG12 — Perdida de aceite por ECL.- — causa: Ajuste Deficiente || 800898525: P-MG13 — controlar giro ECL — causa: Falta Aceite || 800904100: P-MG43 — ECL gira solo — causa: Falta Aceite,,,,,,
2026,36,gpt-5.4-nano,medium,4,same_bridge,800895684|800896941|800897638|800898647|800903511,P-MG12,1,,Repetición de fallas de giro/izaje en P-MG12 con intervenciones de Reset/repone de ATV/variador,"Para P-MG12, dentro de la ventana mostrada, se observan varias fallas donde el texto indica acciones sobre el ATV/variador y aparecen síntomas de no giro/no operación: 800895684 “no gira percha” (Reset de ATV: falta de fase.); 800897638 “No giraran herramientas Almeja / Picador” (Reset de ATV. OK.); 800896941 “no gira picador ni almeja” (Reset de ATV: condensador precarga); 800898647 (P-MG12) “sin traslación N/S” (Reset de ATV: Error 27); y en semana 36 800903511 “se bloquea constante” (Alimentación de Energía; intervención “se repone atv” y “se repone atv de giro”). Esto sugiere repetición de un patrón de intervención asociado a fallas del sistema de variación de velocidad, pero los documentos no establecen un componente único común en todos los eventos (puede variar entre energía, errores y modos de contacto).",800895684: P-MG12 — no gira percha — causa: Falso Contacto || 800896941: P-MG12 — no gira picador ni almeja — causa: Falla Componente Electrónico || 800897638: P-MG12 — No giraran herramientas Almeja / Picador — causa: Falla Componente Electrónico || 800898647: P-MG12 — sin traslación N/S — causa: Falla Componente Electrónico || 800903511: P-MG12 — se bloquea constante — causa: Alimentación de Energía,,,,,,
2026,36,gpt-5.4-nano,medium,5,same_bridge,800903224|800903301,P-MG11,1,,P-MG11: fallas de luminarias de trabajo/seguridad con causas eléctricas distintas,"En semana 36, P-MG11 registra dos fallas de luminación: 800903224 “no funciona luminaria de trabajo” con “Falla Componente Electrónico” (reflectores defectuosos según intervención); y 800903301 “falla luminaria de seguridad” con “Cortocircuito” (se encuentra corto en iluminación). La similitud es el sub-sistema (iluminación), pero el texto indica causas documentadas diferentes (componente electrónico vs cortocircuito), por lo que no se puede asumir la misma causa raíz aunque el área sea la misma.",800903224: P-MG11 — no funciona luminaria de trabajo — causa: Falla Componente Electrónico || 800903301: P-MG11 — falla luminaria de seguridad — causa: Cortocircuito,,,,,,
2026,36,gpt-5.4-nano,medium,6,same_bridge,800897951|800903711,P-MG33,1,,P-MG33: repetición de “No abre alicate” asociado a maniobra de apertura,"Para P-MG33 aparecen eventos con el mismo síntoma funcional: 800897951 “NO abre alicate” (causa documentada: “Alimentación de Energía”; intervención asociada a “ficha de electrovalvula”); y 800903711 “No abre alicate” en semana 36 (causa documentada: “Falla Componente Electrónico”; intervención indica “No funciona manipulador de apertura”). Dado que el síntoma es consistente pero las causas documentadas cambian, la relación sugiere un problema repetitivo del conjunto de apertura del alicate, sin confirmar que sea la misma causa raíz en ambos casos.",800897951: P-MG33 — No abre alicate.- — causa: Alimentación de Energía || 800903711: P-MG33 — No abre alicate — causa: Falla Componente Electrónico,,,,,,
2026,36,gpt-5.4-nano,medium,7,same_bridge,800902407|800904089,P-MG31,1,,P-MG31: pérdida de giro de percha con causas de contacto/desconexión y rearmados,"En P-MG31 se repite el síntoma “no gira la percha”: 800904089 (semana 36) “No gira la percha” con “Falso Contacto” (intervención: repone falla rearmable de ATV giros); y 800902407 (semana 35) “no gira percha N04” con “Desconectado” (intervención: arregla cable cortado de pantógrafo). Aunque ambas situaciones terminan en correcciones/rearmados, los textos muestran causas documentadas distintas (contacto vs desconectado por cable), por lo que la relación es funcional y no causal.",800902407: P-MG31 — no gira percha N04 — causa: Desconectado || 800904089: P-MG31 — No gira la percha — causa: Falso Contacto,,,,,,
2026,36,gpt-5.4-nano,medium,8,same_bridge,800895682|800897619|800903828|800904184,P-MG11|P-MG21,0,,P-MG21: repetición de fallas de aparejo 15tn (no baja/no sube) con variador/eletrónica como causa documentada,"En P-MG21 se observan eventos de aparejo 15 tn con síntomas similares: 800903828 “NO BAJA AP 15 Tn” (semana 36; causa: “Falla Componente Electrónico”; intervención “se repone variador se controla ok”); 800904184 “no sube aparejo 15tn” (semana 36; causa: “Falla Componente Electrónico”; intervención “Se reinicia Var Mal.”); 800895682 (semana 31) “no baja ni sube aparejo de 15 tn” (causa: “Falla Componente Electrónico”; intervención “Reset de ATV: condensador precarga”); y 800897619 (semana 32) “NO BAJA AP 15Tn” (causa: “Alimentación de Energía”; intervención “se repone atv malacate”). La evidencia muestra recurrencia en el mismo tipo de función (aparejo 15tn), con causas documentadas que varían, por lo que la relación es de repetición funcional más que de causalidad única.",800895682: P-MG21 — no baja ni sube aparejo de 15 tn — causa: Falla Componente Electrónico || 800897619: P-MG11 — NO BAJA AP 15Tn — causa: Alimentación de Energía || 800903828: P-MG21 — NO BAJA AP 15 Tn — causa: Falla Componente Electrónico || 800904184: P-MG21 — no sube aparejo 15tn — causa: Falla Componente Electrónico,,,,,,
